entity_id,region_code,region_name,country_code,country_name,revenue,overall_score,environmental_score,social_score,governance_score,target_scope_1,target_scope_2
1229,WEU,Western Europe,DE,Germany,9.30E+09,2.352,2.13,2.9,2.095,115383,8264
1272,WEU,Western Europe,IT,Italy,2363600000,3.175,3.8,2.977,2.286,10729.51,8302.15
3355,NAM,Northern America,US,United States of America,4573200000,2.474,2.947,2.236,1.905,832,8770
1722,WEU,Western Europe,IT,Italy,3.55E+08,3.244,4,2.471,2.81,5242,8772
1975,NAM,Northern America,US,United States of America,992452000,3.012,3.9,3,1.429,1605,8843
10700,WEU,Western Europe,FR,France,568241000,3.04,3.243,3.028,2.69,14644,8895
2226,WEU,Western Europe,LU,Luxembourg,926836000,3.081,3.562,2.251,3.214,37881,8966
2581,NAM,Northern America,US,United States of America,5501907000,2.89,3.523,2.959,1.667,104515,8991
1248,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,2045400000,3.017,3.658,3.004,1.881,5520.24,9060.42
3342,WEU,Western Europe,BE,Belgium,976893000,3.294,3.944,3,2.476,19518,9123
10764,NAM,Northern America,US,United States of America,656323000,2.815,3.939,2.124,1.619,4147,9989
1766,NAM,Northern America,US,United States of America,782009000,2.996,3.75,2,2.833,1590,10254
3916,WEU,Western Europe,ES,Spain,436699000,3.023,3.171,3,2.786,30446,10330
3157,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,2476130000,3.179,3.645,2.925,2.643,13060,10380
3595,NAM,Northern America,US,United States of America,3760500000,2.83,3.351,2.979,1.714,76040,10583
10061,WEU,Western Europe,FI,Finland,624900000,2.768,2.972,2.901,2.238,35600,10600
3356,NAM,Northern America,US,United States of America,702727000,3.698,4.75,3,2.643,63384,10645
1303,WEU,Western Europe,LU,Luxembourg,451800000,2.348,2.669,2.455,1.643,2780,10680
3958,NAM,Northern America,US,United States of America,19857200000,2.907,3.572,3.022,1.571,308000,11000
1851,WEU,Western Europe,IE,Ireland,1392010000,3.56,3.855,3.583,3,48501,11141
1378,WEU,Western Europe,SE,Sweden,737895000,2.698,3,2.864,1.952,2347,11307
2957,NAM,Northern America,US,United States of America,514711000,2.907,3,2.65,3.048,378,11430
2426,NAM,Northern America,US,United States of America,2071600000,2.893,3.6,2,2.69,1383,11467
1490,WEU,Western Europe,DE,Germany,2.64E+09,2.502,3.5,1.9,1.429,19929,11527
3236,NAM,Northern America,US,United States of America,3.81E+09,2.759,2.9,3,2.214,423,11583
1589,WEU,Western Europe,IT,Italy,353567895,3.375,3.9,3,2.881,7593,11597
3295,WEU,Western Europe,FR,France,1.93E+10,2.508,3.053,2.742,1.243,72515,12224
2435,NAM,Northern America,US,United States of America,2679634000,2.119,2.543,1.938,1.571,10200,12300
3308,WEU,Western Europe,DE,Germany,2.90E+09,2.956,3.14,2.624,3.024,5300,12496
2920,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,5.49E+08,2.924,3.75,1.9,2.667,3217,12858
2014,NAM,Northern America,US,United States of America,48040364000,2.787,3.652,2.502,1.571,9519,12919
1958,NAM,Northern America,US,United States of America,4982659000,2.791,3.088,2.765,2.286,54129,13085
1594,WEU,Western Europe,NL,Netherlands,8.57E+08,2.741,3.484,1.765,2.571,1683,13541
2465,NAM,Northern America,US,United States of America,4102108000,2.974,3.577,3,1.857,4098,13651
3053,NAM,Northern America,US,United States of America,4301200000,3.054,3.758,2.995,1.857,67853,13816
1337,WEU,Western Europe,FR,France,2394700000,3.214,4.019,3.019,2,13839,14613
1301,WEU,Western Europe,IE,Ireland,3291856000,2.895,3.348,2.9,2.071,6680,14714
1457,WEU,Western Europe,IT,Italy,5.83E+08,2.454,2.437,2.263,2.714,187900,14900
1129,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,1041090000,3.119,3.714,1.988,3.405,11057,14914
1131,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,5.10E+09,3.482,3.071,5,2.4,7455,14923
1860,WEU,Western Europe,ES,Spain,1885982000,2.929,3,3,2.714,5139.36,15118.61
3591,NAM,Northern America,US,United States of America,2628800000,2.746,2.95,2.783,2.333,180,15590
1827,NAM,Northern America,US,United States of America,1.21E+09,3.512,3.144,4.75,2.69,8842,15808
1483,WEU,Western Europe,NL,Netherlands,1.38E+10,2.898,3.313,2.983,2.048,7528,15899
1744,WEU,Western Europe,FR,France,3.62E+09,1.553,1.079,2.011,1.857,104501,15900
2509,NAM,Northern America,US,United States of America,3305200000,3.021,3.1,3,2.905,4463,16104
2174,WEU,Western Europe,DE,Germany,1.01E+09,2.536,2.389,2.509,2.833,7107,16160
3990,WEU,Western Europe,ES,Spain,4353201000,2.138,2.293,2.078,1.929,4980,16529
3377,NAM,Northern America,US,United States of America,2.33E+09,2.649,3,2.9,1.714,2862,16675
1647,NAM,Northern America,US,United States of America,2.90E+10,3.366,4.545,2.953,1.738,129340,16734
1211,WEU,Western Europe,NL,Netherlands,3.08E+09,2.926,3.557,2.75,2,50000,17000
3036,NAM,Northern America,US,United States of America,1.61E+09,3.692,4.5,3.235,2.786,6409.88,17366.52
2633,NAM,Northern America,US,United States of America,6255284000,2.999,3.816,2.963,1.571,128220,17432
3937,NAM,Northern America,US,United States of America,1657225000,2.905,3,2.9,2.738,3749,17537
3003,NAM,Northern America,US,United States of America,6.73E+09,3.249,3.25,3.355,3.119,1919,18408
3350,WEU,Western Europe,FR,France,1655100000,2.666,3.888,1.249,2.167,40835,19248
10704,WEU,Western Europe,FR,France,993053000,1.917,1.662,2.528,1.643,1928,19276
1157,WEU,Western Europe,DK,Denmark,7.78E+09,3.185,3.65,2.9,2.69,74384,19399
3671,WEU,Western Europe,ES,Spain,2396700000,3.732,3.537,4.554,3.095,12770,19805
10184,WEU,Western Europe,IT,Italy,879900000,3.446,3.9,3.85,2.143,44644.49,19807.5
2693,NAM,Northern America,US,United States of America,1409281000,3.177,3.9,3.55,1.429,70379,19815
3689,NAM,Northern America,US,United States of America,2.49E+09,2.895,3.15,2.9,2.429,3286,20375
1456,WEU,Western Europe,FR,France,1.08E+09,2.95,3.871,2.954,1.286,3000,21000
1171,WEU,Western Europe,ES,Spain,951029000,3.892,4.823,3.894,2.214,9866,21117
1710,WEU,Western Europe,FR,France,1.52E+09,3.157,3.548,2.878,2.786,33357,21636
10213,NAM,Northern America,US,United States of America,7659832000,3.126,3.086,4.124,2,4012.22,21970.65
37,WEU,Western Europe,ES,Spain,1279737000,3.796,4.05,3.8,3.333,10327,22314
1798,NAM,Northern America,US,United States of America,1.61E+10,2.739,3.216,2.639,2,29072,22926
1267,NAM,Northern America,US,United States of America,17400700000,3.297,3.621,3.417,2.571,40498,25105
1419,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,4.31E+09,3.487,3.233,4.75,2.429,29145,26129
3536,NAM,Northern America,US,United States of America,1737342000,3.024,3.621,2.743,2.286,55237,26914
1380,WEU,Western Europe,NL,Netherlands,456800000,3.054,3.294,2.956,2.738,1639,27296
1328,NAM,Northern America,US,United States of America,6.26E+09,2.764,3.9,1.738,1.952,19100,28000
3858,NAM,Northern America,US,United States of America,1537617000,1.77,1.1,3,1.5,22310,28446
1575,NAM,Northern America,US,United States of America,6967200000,2.845,3.834,2.362,1.643,26095,28933
2865,NAM,Northern America,US,United States of America,264700000,3.483,3.9,3,3.31,252,29030
1747,NAM,Northern America,US,United States of America,2997800000,3.007,4,1.8,2.667,22544,29690
90,WEU,Western Europe,IT,Italy,686200000,3.181,3.957,2.585,2.5,46555,29729
2775,WEU,Western Europe,DE,Germany,4058900000,2.866,3.9,2.014,2.029,40923.1,29853.6
4131,WEU,Western Europe,DE,Germany,2.24E+10,2.774,3.65,2.8,1.167,21200,29900
1182,WEU,Western Europe,FR,France,1.21E+09,2.703,3.103,2.47,2.262,14193,30353
29,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,10912700000,2.164,2.381,1.955,2.024,24850,30357
1318,WEU,Western Europe,ES,Spain,2518339000,2.461,2.107,2.127,3.5,200665,30664
1615,WEU,Western Europe,FR,France,2.82E+09,2.942,2.899,2.841,3.138,1900,30900
2051,WEU,Western Europe,NL,Netherlands,685100000,3.393,3.7,3,3.31,76472,31323
2269,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,1015194000,3.058,3.65,2,3.262,9110.18,31589.14
2030,NAM,Northern America,CA,Canada,7829700000,3.527,4.595,3.029,2.2,32296,33387
2684,NAM,Northern America,US,United States of America,1049288000,3.034,3.722,2.506,2.429,39206,33697
2066,NAM,Northern America,US,United States of America,6355800000,3.213,3.939,2.977,2.19,33805,33752
3981,WEU,Western Europe,SE,Sweden,1.29E+10,2.755,3.05,3,1.929,1231,33791
1484,NAM,Northern America,US,United States of America,391110000,3.292,4.056,2.57,2.786,146713,33991
1246,WEU,Western Europe,IT,Italy,830700000,3.089,2.863,3.917,2.5,36110,34481
1179,WEU,Western Europe,ES,Spain,4.21E+08,3.252,3.52,2.88,3.214,21074.42,34687.78
1245,WEU,Western Europe,DE,Germany,8.17E+08,3.235,4,2.72,2.476,38092,35629
3346,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,794970000,3.235,3.8,3,2.5,49281,35641
1650,WEU,Western Europe,FR,France,1.77E+09,3.137,4,2.332,2.548,19731,36015
3343,NAM,Northern America,US,United States of America,1085677000,3.117,3.875,2.375,2.643,27000,38000
4030,NAM,Northern America,US,United States of America,3.36E+09,2.605,3.039,2.816,1.571,17927,38893
1869,NAM,Northern America,US,United States of America,10043408000,3.404,4.612,3,1.714,51703,39724
2121,WEU,Western Europe,LU,Luxembourg,2.80E+08,3.376,3.875,3,2.929,3252,42384
10765,NAM,Northern America,US,United States of America,567694000,3.985,3.75,5,3.19,105911,42438
2756,NAM,Northern America,US,United States of America,4283800000,3.051,4.125,2.077,2.286,6151,44551
4134,WEU,Western Europe,LU,Luxembourg,5.57E+09,3.118,3.85,3.25,1.643,59481,44652
1238,NAM,Northern America,CA,Canada,1.94E+10,3.544,3.418,3.652,3.643,205624,47661
2785,NAM,Northern America,US,United States of America,5769577000,2.836,3.138,2.9,2.214,4938,49196
3005,NAM,Northern America,US,United States of America,1178166000,3.109,4,2.159,2.643,14557,49401
3976,WEU,Western Europe,CH,Switzerland,2.70E+09,3.663,4.765,2.286,3.333,114964,49621
3576,WEU,Western Europe,LU,Luxembourg,3.74E+09,2.909,3.01,2.94,2.69,1620,50164
2627,NAM,Northern America,US,United States of America,1.43E+09,3.163,3.838,3,2.143,112617,51469
1658,WEU,Western Europe,FR,France,10368400000,2.441,2.507,1.935,2.929,24264,51841
4049,NAM,Northern America,US,United States of America,6149909000,2.981,3.45,2.975,2.143,115728,51927
2897,NAM,Northern America,US,United States of America,4160300000,3.141,4.036,3.046,1.643,19844,53514
3601,WEU,Western Europe,LU,Luxembourg,1087500000,3.201,3.5,2.9,3.024,215581,54611
2925,NAM,Northern America,US,United States of America,1.54E+11,3.07,3.516,2.814,2.571,9998,54646
1312,WEU,Western Europe,LU,Luxembourg,1.25E+09,3.331,3.818,2.935,2.929,8662,55328
1055,WEU,Western Europe,LU,Luxembourg,1704800000,3.133,3.8,2.8,2.333,63214,56730
1132,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,1115200000,3.244,3.913,3,2.333,173229,57301
2289,CAR,Caribbean,PR,Puerto Rico,1260500000,2.294,2.631,1.973,2.071,7530,57601
1835,NAM,Northern America,US,United States of America,4.30E+09,2.786,1.955,3.993,2.833,59511,58870
1639,WEU,Western Europe,ES,Spain,1439919000,3.832,3.595,4.9,2.976,4992,59700
2165,NAM,Northern America,US,United States of America,8.30E+09,3.261,3.619,3,2.929,126198,60378
3606,WEU,Western Europe,FR,France,4.41E+08,3.242,3.65,2.575,3.31,138437,61295
2377,EA,Eastern Asia,JP,Japan,725006000,2.792,3.5,2.926,1.357,1681,62624
4225,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,2972737000,3.258,4.043,2.83,2.357,412225,62720
3468,NAM,Northern America,US,United States of America,1323649000,3.006,3.952,2.9,1.429,208797,63336
2805,NAM,Northern America,US,United States of America,840400000,3.376,3.94,2.981,2.833,36538,65205
3337,NAM,Northern America,US,United States of America,5636523000,3.185,3.8,3.25,2,39516,66078
1768,NAM,Northern America,CA,Canada,4.45E+10,3.38,3.999,3.9,1.643,128994,66114
2215,NAM,Northern America,US,United States of America,4.79E+09,2.774,3.806,1.992,1.857,51517,67484
2889,WEU,Western Europe,NL,Netherlands,856263000,3.388,3.9,3.5,2.333,36217,67558
3345,NAM,Northern America,US,United States of America,607851000,3.144,3.44,2.96,2.833,4972,68798
1406,WEU,Western Europe,NL,Netherlands,2.94E+09,3.019,3.65,2.803,2.143,127587,69470
1954,NAM,Northern America,US,United States of America,6269305000,3.661,4.888,2.905,2.357,65760.4,70023.7
1973,NAM,Northern America,US,United States of America,1.92E+09,3.569,4.25,3,3.024,70259,70666
3564,NAM,Northern America,US,United States of America,823265000,3.07,3.213,2.893,3.024,3542,72532
2216,NAM,Northern America,US,United States of America,3142800000,3.037,3.79,2.89,1.857,33384,72976
1493,NAM,Northern America,US,United States of America,2.89E+09,3.088,3.962,2.802,1.857,30424,73210
10039,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,2.06E+09,3.414,4,3,2.857,23678,73649
1063,WEU,Western Europe,PT,Portugal,5142600000,2.727,2.54,2.203,3.69,31861,74807
10695,NAM,Northern America,US,United States of America,8969351000,3.191,3.9,3,2.143,15854,75148
2876,NAM,Northern America,US,United States of America,4655600000,2.842,3.75,2.181,2,68712,77715
2041,NAM,Northern America,US,United States of America,4.21E+09,2.451,2.86,2.093,2.143,38175,79809
3395,NAM,Northern America,US,United States of America,3.73E+10,3.824,4.798,3.703,2.214,1712,82042
2739,NAM,Northern America,US,United States of America,6929249000,3.115,3.74,3.406,1.643,101923,84032
1302,WEU,Western Europe,LU,Luxembourg,828400000,3.009,3.032,2.961,3.024,4282,84778
60,WEU,Western Europe,IT,Italy,7.87E+08,1.902,1.34,2.9,1.714,416298,85145
1334,WEU,Western Europe,NL,Netherlands,2791300000,2.467,2.655,2.218,2.429,21100,86300
1929,NAM,Northern America,US,United States of America,7.94E+09,3.381,4.508,3.198,1.571,51376,87920
46,EEU,Eastern Europe,EE,Estonia,492307000,2.988,3.172,3,2.643,36653,89702
1748,NAM,Northern America,US,United States of America,1.40E+09,3.119,3.9,3,1.857,19758,90611
2601,NAM,Northern America,US,United States of America,10333967000,2.595,3.521,2,1.643,18968,91901
1432,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,4.12E+09,3.28,3.76,3.17,2.548,67117.59,95402.05
3217,NAM,Northern America,US,United States of America,2.30E+09,3.346,4,3.15,2.405,183000,97000
2416,NAM,Northern America,US,United States of America,1078309000,3.038,3.291,2.988,2.643,13375,101806
3634,NAM,Northern America,US,United States of America,2339226000,3.173,3.981,3.296,1.571,76338,106545
2605,NAM,Northern America,US,United States of America,3202053000,3.143,4.099,2.9,1.714,23200,107300
3789,NAM,Northern America,US,United States of America,1761185000,3.346,3.708,2.993,3.119,63122,108288
1791,WEU,Western Europe,NL,Netherlands,9.89E+08,3.114,3.545,3,2.476,7019,108836
10054,NAM,Northern America,US,United States of America,2307900000,2.867,3.71,2.801,1.429,512369,109701
3618,NAM,Northern America,US,United States of America,3.75E+09,3.093,4,3,1.571,56535,110884
2090,NAM,Northern America,US,United States of America,1542533000,3.481,4.145,2.865,3.024,309419,111164
3489,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,1334100000,3.324,4.05,2.9,2.524,113811,111919
1538,WEU,Western Europe,NL,Netherlands,6.10E+08,2.805,3.9,1.655,2.214,142884,118052
2827,NAM,Northern America,US,United States of America,1.77E+10,2.629,3.093,2.85,1.529,17636,120793
3540,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,1.90E+09,3.061,3.562,2.677,2.619,15339,123741
1478,WEU,Western Europe,DE,Germany,1636372108,2.621,2.466,2.517,3.024,344641,126727
1363,NAM,Northern America,US,United States of America,1.90E+09,3.166,3.688,2.5,3.024,101173,131121
1843,NAM,Northern America,US,United States of America,1439800000,3.01,3.732,3.066,1.643,129280,131187
2790,NAM,Northern America,US,United States of America,3.03E+10,3.02,3.8,2.94,1.714,344074,137440
10368,NAM,Northern America,US,United States of America,5.16E+10,2.902,3.604,2.896,1.643,58764,140005
1796,NAM,Northern America,US,United States of America,1.44E+09,3.201,3.75,2.981,2.476,10991,142319
1711,WEU,Western Europe,FR,France,3331900000,2.886,3.695,2.948,1.357,106232,144872
2918,NAM,Northern America,US,United States of America,1.45E+09,2.955,3.36,2.707,2.524,259057,148507
1274,WEU,Western Europe,ES,Spain,4617380000,3.09,3.9,3,1.738,24138,154895
1644,WEU,Western Europe,CH,Switzerland,2.00E+09,3.445,4.067,2.6,3.338,190865,155446
3351,NAM,Northern America,US,United States of America,8702604000,3.24,3.833,3.265,2.143,39715,158233
3435,NAM,Northern America,US,United States of America,4.73E+09,3.057,4,3,1.429,63857.044,159892.851
1284,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,3360300000,3.153,4.2,3,1.452,24136,162242
102,WEU,Western Europe,DE,Germany,1316803000,3.355,4.4,2.876,2.048,577624,170126
4109,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,13816800000,3.17,3.664,3.404,2,210164,175168
1276,NAM,Northern America,US,United States of America,7.31E+09,3.309,3.929,2.873,2.714,212712,175456
1327,NAM,Northern America,US,United States of America,925735000,2.861,3.36,2.849,1.976,350599,176658
1813,LATAM,Latin America,MX,Mexico,6667600000,3.064,3.8,2.964,1.857,91346,176823
2998,NAM,Northern America,US,United States of America,5152500000,2.628,3.364,2.379,1.6,285855,188735
3989,NAM,Northern America,US,United States of America,1.18E+10,3.026,3.16,3.5,2.214,387349,190200
4092,WEU,Western Europe,CH,Switzerland,1.70E+10,3.291,3.929,3.033,2.452,406000,196000
3148,WEU,Western Europe,FR,France,1.36E+09,3.143,3.939,2.346,2.667,65556,203288
3694,WEU,Western Europe,FR,France,9.24E+09,2.23,2.471,2,2.071,24215,205362
1401,NAM,Northern America,US,United States of America,1.47E+10,3.089,3.9,2.9,1.857,54917,208413
1296,WEU,Western Europe,IT,Italy,527797000,2.884,3.1,2.8,2.595,1651,213461
3592,NAM,Northern America,US,United States of America,6362900000,3.649,3.775,4.857,1.943,64080,215068
3723,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,1.84E+10,3.332,4.007,3.311,2.143,195846,223116
972,WEU,Western Europe,IT,Italy,1.63E+10,2.218,2.407,2.056,2.071,104418,232269
1283,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,2.56E+10,3.23,3.781,3.152,2.333,345723,238147
10282,NAM,Northern America,US,United States of America,2.19E+09,3.255,3.946,2.708,2.667,331192,243753
2901,NAM,Northern America,US,United States of America,3874140000,2.757,2.745,3.108,2.357,71217,266271
2084,WEU,Western Europe,FR,France,26974200000,2.592,3.262,2.796,1.143,106000,283000
1762,NAM,Northern America,US,United States of America,4.44E+09,3.059,3.9,2.439,2.286,175807,302607
3035,NAM,Northern America,US,United States of America,1186077000,3.558,4.875,3,1.857,559769,310903
1263,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,2.83E+10,3.553,4.709,3.153,1.952,44840,311882
1207,EEU,Eastern Europe,CZ,Czechia,1114065013,2.646,3.8,1.75,1.643,13722,370328
2774,NAM,Northern America,US,United States of America,6.65E+10,3.805,4.518,3.769,2.571,517000,464000
1205,WEU,Western Europe,CH,Switzerland,5305365000,2.879,3.25,2.5,2.667,637605,503162
1314,WEU,Western Europe,NL,Netherlands,5.13E+09,3,3.602,2.653,2.333,598000,640000
2098,WEU,Western Europe,DE,Germany,4.14E+10,3.228,4.254,2.692,2.024,229000,649000
1289,NAM,Northern America,CA,Canada,1.00E+10,2.773,3.338,2.925,1.571,534314,715990
1750,NAM,Northern America,US,United States of America,5.51E+09,2.994,3.875,2.56,1.929,631252,862769
4090,NAM,Northern America,US,United States of America,5.51E+10,2.425,2.629,2.354,2.143,431504,1105788
4098,WEU,Western Europe,NO,Norway,1.02E+10,2.358,2.354,3,1.595,250372,1503357
1777,NAM,Northern America,US,United States of America,6.09E+08,2.958,3.5,3.063,1.857,144025,1597469
3387,NAM,Northern America,US,United States of America,1.54E+09,3.102,3.9,3,1.786,442406,2061608
